date,Ravi River,Shamkay Bhattian,Bahria Town School and College,Kot Arain,Jhedu Minor,Jinnah Sector LDA City,Institute of Southern Lahore,Badhwar,Ravi River,Khudpur,Bahria Town Marquee,"Barkat Ali MArket, Riwind Rd",Bakra Mandi Defence Road,Lahore Ring Road Kahna Interchange,Ahlu Rd,Mallian Road,Sultan Pur,Thathan Naulan,Model Baraz Chung,Bilal Town LDA Avenue,Wapda Town Phase 1,Pak-Arab Housing Scheme,Deo Kalan,Thethar Rd,Nizampura,Sharaqpur,Ravi River Katar Band South,General Bus Stand Thoker Niaz Baig,Johar Town Park,Pak Electron Limited (PEL) Walton Road,Khyaban-e-Jinnah Rd Sector G,Defence Raya Golf Resort Jamia Masjid,Qillah Sharief,Canal Upper Chenab,Shadhanwali Forest Reserve 2,Shahdiwal,Qasim Ali Shah Foundation Wahdat Road,Gulberg III Block C3,Allama Iqbal International Airport,Lahore School of Economics Shabbir Sharif Rd,Chak 22,West Minister Farmhouse,Katal Lahore-Jaranwala Rd,Burj Near Ravi River,Samanabad Town,Punjab Board of Investment & Trade PBIT,Al-Faisal Town,Paragon City,Chak 10,Budho Sharif,Burj Attari Stadium,Lahore Multan Motorway Interchange,Bund Road Khokhar Town,Shaheen Park Shad Bagh,Sue Wala Road Shalimar Housing Scheme,Lahore Medical and Dental College,Dhamoke Sheikhupura Rd,Pind Road Sheikhpura,Kala Shah Kaku,Kot Abdul Malik,Shahdara,Jhuggian Jodha,Sialkot Lahore Motorway,Natt Kalan
5/11/2023,13.59219309,13.64240493,14.74678043,15.34547342,13.6540864,12.24406099,11.29407845,12.55902426,12.54053325,12.84831618,15.10031065,15.54906792,14.89939586,12.8115946,11.08384239,13.59609088,12.04620224,12.52983803,14.81425273,15.28532079,15.57925377,14.13745041,12.23828979,11.29969603,12.29510541,12.13236435,14.39471687,15.92019489,16.28092888,15.87250001,13.54496948,11.6197403,11.74253666,12.19048538,13.33343492,15.74674624,16.87678671,15.64442813,13.47742492,11.05186219,12.38370963,13.88667326,13.10775643,14.94894827,16.32057871,16.10507549,13.44469161,10.93420801,12.58146067,12.6836806,13.89275214,14.91253991,16.00724963,16.40815249,14.82222051,15.18786461,12.99524078,12.52166027,13.6083345,15.0334801,15.51913659,14.88081013,14.15021585,13.63379903
5/10/2023,13.74907075,14.70954079,15.60324756,15.80688342,14.9082771,14.25270884,14.25976124,13.45317748,13.07704427,14.09509359,15.2763472,15.32885657,15.00276431,14.75790106,13.30379038,14.38587894,12.33116416,13.30646691,15.77813969,16.85204982,16.00867766,15.35664449,14.08048999,13.21445611,12.18035692,12.76991725,15.05306845,17.01261985,17.40493136,17.31413202,15.34520799,11.30210613,12.29990363,12.97252959,14.30244814,16.26983961,18.47396014,17.85607701,15.18090791,12.14399265,12.74305923,13.2336111,14.39463461,15.51622508,18.42209941,17.5865455,15.74101731,12.72227419,12.93749517,13.99051164,14.31155353,14.92694881,17.37182128,17.15693527,16.01688041,13.68778506,13.42681626,13.9038364,14.35688594,15.0477672,16.71301475,16.58127663,16.07565956,14.08348347
5/9/2023,19.47285093,17.03290416,14.78282065,15.37366312,14.74419435,14.01445452,13.98020047,12.99497763,17.50902587,17.48630481,15.33237301,16.60034594,15.5585569,14.70713833,13.59144631,13.0561597,11.78986158,12.86277955,15.26168878,16.58264875,17.21645342,16.31078294,14.90494708,12.86823579,11.97067626,12.69333093,14.26470402,16.15528146,18.12220434,18.73367959,16.73680129,15.17703227,11.93159727,12.78321946,13.38180337,15.49216312,18.34775603,19.0181945,16.28780541,13.24629655,13.06177637,12.9682405,12.82696385,15.05685441,18.03340888,17.98669571,16.91058445,12.82870821,13.21897585,13.62927407,13.79274878,15.97303785,17.6316093,18.89358697,16.64395399,13.0562046,13.58604371,13.70070185,14.6194382,16.21443784,17.62848463,17.49546255,16.01816028,14.55184818
5/8/2023,10.44790797,10.69709595,10.50908524,11.96386811,9.26229366,11.1011472,8.733166614,12.4218342,7.879964618,12.4734788,10.56403034,8.67801923,11.54633251,10.3941003,8.550276993,12.98468719,13.20924396,8.37244612,11.02101219,10.74925857,13.54086302,8.830021603,10.33351809,11.94718492,9.206014907,7.977639476,11.56499398,9.812317472,11.21124358,9.421116327,12.13600072,12.53187996,10.55628982,10.55989862,10.31470774,10.69748217,13.41767133,11.76364926,9.989600339,10.53104069,10.15419905,9.463729495,8.795363632,8.582219763,12.80795782,11.29873942,9.953426696,11.69435401,11.14140566,10.58939718,10.28147466,8.25625881,9.924839801,10.58953003,10.17103986,10.72575573,10.58841145,8.478482019,9.18005212,9.14804701,10.00123962,9.321629792,9.623210973,9.375398357
5/7/2023,11.64234651,12.57038731,14.31415734,15.65241637,16.00002359,16.13196351,16.26043244,13.92917004,11.06259513,12.03351769,14.6953805,16.91039901,17.89365525,17.30945798,16.14983114,13.86508874,14.15451128,12.01095284,14.58798203,17.63115525,19.12858583,19.32437071,17.47928565,13.91340674,12.42361535,12.90634806,14.82563106,17.78431744,20.51296444,21.08370452,19.3098709,15.03137578,12.80960708,13.1563703,13.99289593,17.13096078,20.55156439,21.29317021,18.04402183,14.29078849,13.30767542,14.07916121,14.79834444,16.54694804,20.00802457,19.64694971,17.65967674,14.24144969,13.84822237,15.34108707,15.70324727,17.7155321,19.55435056,19.021935,17.07710293,13.95967768,14.31181577,15.38286986,16.5563743,17.82391365,18.32938892,19.04227237,17.65057135,16.15919968
5/6/2023,13.82042396,10.1428138,9.875497668,11.52186219,11.98494915,10.78283881,12.36104924,13.20564525,11.35967133,13.11687023,8.348787446,9.728745176,10.87677301,11.17567162,11.64962391,14.92017027,12.53023372,12.26935413,8.050366763,12.0843214,14.83565774,12.08965199,12.0318565,14.45564056,12.13214345,10.26469381,14.16646694,9.399023579,11.04060113,12.40396337,12.90324384,15.63337023,10.94996843,9.538670908,7.629614358,9.170875085,13.51524786,12.1788289,12.54755613,11.36065914,8.694553045,9.722976336,9.028301298,12.36750153,12.5242092,11.8353676,11.20602109,9.386483291,8.312692685,10.53560331,9.940516527,10.77779351,11.74545726,13.16499483,11.09576429,12.03750704,8.756113707,9.285881821,10.04303188,11.14480494,11.27644853,12.66738872,11.74075594,11.12157886
5/5/2023,13.36427525,14.45439956,13.42753255,13.20273452,15.19580121,12.51798668,12.7274841,15.24911758,12.49643389,13.34433239,12.99663836,14.08262829,16.5055159,12.62100973,13.36833959,14.49254731,11.93472148,12.90625716,13.68464176,13.56441467,13.52147572,11.77644548,13.43654684,15.38576764,12.64847984,13.15072363,14.57801674,14.22200042,12.58101026,10.26153772,14.57710051,15.09445424,12.66291556,13.43098854,14.02712771,14.48160663,14.31246934,11.34225816,12.94381467,11.46144726,12.73139184,13.46288966,13.63607788,13.19250097,12.84074237,14.2703687,9.862486514,10.49936243,12.70042653,13.4228276,12.97192238,13.25616731,13.01661794,11.94617337,9.297184698,12.56618531,13.08668506,13.25558874,12.89542468,12.80109981,13.80157057,16.89011069,10.04067897,10.78936637
5/4/2023,11.44187235,10.21803278,13.34730768,11.08114302,13.65821187,15.51675329,13.97199979,10.62738504,8.17036553,11.91380653,12.90858015,11.79338634,13.19376128,14.85577265,13.77762184,11.11564216,10.55901353,12.20858372,9.894327014,9.580291296,10.79054283,11.39227224,10.59232795,12.34418986,17.298455,11.38166953,11.82529468,11.02345685,11.08844211,11.72556991,10.07906801,10.8691303,15.11587103,10.08928265,12.34842578,10.74861764,9.551104665,12.13637477,9.579241684,11.747238,10.95386919,11.98631739,12.65883957,11.24669154,8.837368352,11.46973223,9.992341635,12.05226775,10.67706149,10.71096637,11.20422339,11.27811465,10.70941794,10.977493,10.71498677,11.63072718,10.85797602,9.87967095,10.7433623,10.62743066,10.64425337,9.868376993,11.57715804,10.73563677
5/3/2023,11.98004796,12.60102277,12.74567349,13.41991709,12.80412312,12.70224997,11.86674326,11.18401982,11.21175684,13.00864483,12.63809777,13.49359454,13.33524018,13.36665861,12.11844539,13.47060994,12.63202286,12.49443338,12.21521591,13.90812231,14.70916038,14.08002294,13.0370972,11.85432648,11.63160585,11.79205685,14.07231041,13.6659374,16.09041343,15.38728665,13.67978728,13.22159415,11.91559581,11.84222823,12.17897662,12.99510216,14.96778534,16.03905849,13.98611802,12.17617339,12.25167108,12.54631081,12.44865629,13.28400932,14.93915523,15.95552246,13.92900552,12.36109659,11.93022651,12.922934,13.54826367,14.476479,15.53559437,15.59182878,14.51027037,11.3718701,12.57980948,12.57370014,13.59244529,14.89442412,15.25640025,15.36551399,14.58485055,12.58893578
5/2/2023,9.986247525,10.74684903,12.27508535,11.90578777,11.74750158,11.37233575,12.17112392,12.25262197,11.23142854,9.918354361,10.72415119,16.5450662,12.2141992,11.62466432,14.95334235,10.02969377,12.55794427,10.09010704,11.39187504,12.02570898,15.97970399,12.50926161,14.2561373,9.326896962,12.85761938,12.51868594,10.26776275,11.68480916,16.86969936,13.67530231,12.01001521,10.24816576,12.05512519,14.77152388,16.29941815,11.129872,15.42478522,13.97574777,12.49504949,11.68471327,10.87579155,13.05461298,14.57005004,12.61355813,14.43811085,15.14019137,13.79265743,12.47692871,11.28245334,11.51674091,11.52912821,13.75005473,14.36409516,15.638916,14.48774325,12.67082244,11.09152293,11.68962962,11.83306512,14.17577447,14.76719097,15.6900955,14.22383159,13.74944343
